age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class_id
21,Private,190227,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,North America,0
29,State-gov,293287,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,North America,0
51,Private,180807,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,North America,0
39,Private,250217,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,70,North America,0
19,Private,217418,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,38,North America,0
22,Local-gov,137510,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,North America,0
59,State-gov,163047,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,North America,0
18,Private,415887,Primary Education,7,Never-married,Sales,Own-child,White,Male,0,0,13,North America,0
22,Private,221533,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,North America,0
42,Local-gov,255675,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,1
39,Private,114079,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
31,Private,155781,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,1
28,Private,243762,Primary Education,7,Separated,Craft-repair,Unmarried,White,Female,0,0,40,North America,0
22,Private,113062,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,7,North America,0
67,Private,217028,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,40,North America,0
17,Private,110723,Primary Education,7,Never-married,Sales,Own-child,White,Female,0,0,25,North America,0
47,Federal-gov,191858,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,1
23,Private,179423,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,5,North America,0
20,Private,339588,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,South America,0
22,Private,206815,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,South America,0
47,State-gov,103743,Primary Education,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North America,0
49,Private,235683,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,North America,1
64,unknown,207321,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,0,0,20,North America,0
35,State-gov,197495,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,North America,0
52,Federal-gov,415887,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,North America,0
29,Private,178469,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,North America,0
73,Self-emp-inc,92886,Primary Education,6,Widowed,Sales,Unmarried,White,Female,0,0,40,North America,0
38,Self-emp-not-inc,214008,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North America,1
59,Self-emp-not-inc,325732,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,52,North America,1
35,Private,28572,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,35,North America,0
18,Private,118376,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,North America,0
24,Private,51799,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,North America,0
33,Local-gov,115488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North America,0
40,Private,190621,Some-college,10,Divorced,Exec-managerial,Other-relative,Black,Female,0,0,55,North America,0
55,Private,193568,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
44,Private,192878,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,0
40,Private,264663,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,North America,0
22,Private,234731,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,North America,0
55,Private,308373,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,North America,1
45,Private,205644,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,0,0,26,North America,0
47,Local-gov,321851,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,North America,1
56,Private,206399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
44,Private,124563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,North America,0
32,State-gov,198211,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,North America,0
17,Private,130795,Primary Education,6,Never-married,Other-service,Own-child,White,Male,0,0,20,North America,0
44,Private,71269,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,North America,0
32,Self-emp-not-inc,319280,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,80,North America,0
35,Private,125933,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,North America,1
27,Private,107236,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,North America,0
32,Private,32732,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North America,0
68,Private,284763,Primary Education,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,North America,0
20,Private,112668,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,North America,0
33,Private,376483,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,North America,0
24,Private,402778,Primary Education,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,North America,0
48,Private,36177,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,North America,0
45,Private,125489,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,North America,0
48,Private,304791,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
28,Private,209205,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,North America,1
60,unknown,112821,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,0,0,35,North America,1
39,Local-gov,178100,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,North America,0
23,Private,70261,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,North America,0
23,State-gov,186634,Primary Education,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,North America,0
36,Private,32958,Some-college,10,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,North America,0
25,Private,254746,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,North America,0
52,Private,158746,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,North America,0
35,Self-emp-not-inc,140854,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
41,Private,51506,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,0
45,Private,189564,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,North America,1
37,Federal-gov,325538,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,unknown,1
58,Private,213975,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,North America,0
67,Self-emp-not-inc,415887,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,North America,0
48,Private,199763,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,North America,0
63,Private,161563,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,North America,0
24,Local-gov,252024,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,North America,1
43,Private,43945,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,1
36,Private,178487,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,North America,0
32,Private,415887,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,72,South America,0
36,Private,228157,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Asia,0
43,Private,199191,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,North America,0
27,Private,189775,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,North America,0
17,Private,171080,Primary Education,7,Never-married,Other-service,Own-child,White,Male,0,0,12,North America,0
45,Private,117310,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,46,North America,0
41,Self-emp-inc,82049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
41,Self-emp-not-inc,126094,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,North America,0
18,unknown,202516,HS-grad,9,Never-married,unknown,Own-child,White,Female,0,0,35,North America,0
48,Local-gov,246392,Assoc-acdm,12,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,40,North America,0
51,unknown,69328,Assoc-voc,11,Married-civ-spouse,unknown,Husband,White,Male,0,0,50,North America,1
26,Private,292803,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,24,North America,0
54,Private,286989,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,North America,0
22,Private,190483,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,48,Asia,0
19,Private,235849,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,35,North America,0
47,Private,359766,Primary Education,4,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,North America,0
32,Private,128016,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,North America,0
46,Private,360096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,North America,1
30,Private,170154,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,North America,1
35,Private,337286,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,North America,0
52,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,North America,0
73,Self-emp-not-inc,143833,Primary Education,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,18,North America,0
17,Private,365613,Primary Education,6,Never-married,Other-service,Own-child,White,Male,0,0,10,North America,0
32,Private,100135,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,North America,0
43,Local-gov,180096,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North America,1
19,unknown,371827,HS-grad,9,Never-married,unknown,Own-child,White,Male,0,0,40,European Union,0
26,Private,61270,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Other,Female,0,0,40,South America,0
41,Federal-gov,415887,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
49,Private,198759,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,North America,1
52,State-gov,303462,Some-college,10,Separated,Protective-serv,Unmarried,White,Male,0,0,40,North America,0
35,Private,193106,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,32,North America,0
57,Private,250201,Primary Education,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,52,North America,0
35,Private,200426,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,44,North America,0
33,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,0
56,Private,53366,Primary Education,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,North America,0
42,Private,132222,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,60,North America,0
17,Private,100828,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,North America,0
49,Private,31264,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,North America,0
39,Private,202027,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,North America,1
34,Self-emp-not-inc,168906,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,North America,0
37,Self-emp-not-inc,255454,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,North America,0
22,Private,245524,Primary Education,8,Never-married,Other-service,Not-in-family,White,Male,0,0,35,North America,0
27,Private,386040,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,South America,0
21,Private,35424,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,North America,0
59,unknown,93655,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,0,0,40,North America,0
44,Private,152629,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,40,North America,1
53,Self-emp-not-inc,151159,Primary Education,6,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,99,North America,0
26,Private,410240,Primary Education,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
48,Private,138970,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,North America,1
39,Private,269722,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,North America,0
34,Private,223678,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,32,North America,0
54,State-gov,197184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,North America,0
36,Private,143486,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,North America,1
60,Private,160625,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,North America,0
50,Private,140516,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North America,1
48,Local-gov,85341,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,North America,0
35,Private,108293,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2205,40,North America,0
40,Self-emp-not-inc,192507,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,North America,0
30,Private,186932,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,North America,0
65,Self-emp-not-inc,223580,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6514,0,40,North America,1
31,Private,236861,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,North America,0
46,Local-gov,327886,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,0
67,unknown,407618,Primary Education,5,Divorced,unknown,Not-in-family,White,Female,2050,0,40,North America,0
62,Self-emp-inc,197060,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North America,0
38,Private,229180,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,Central America,0
24,Private,284317,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,30,North America,0
24,Private,73514,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Asia,0
27,Private,47907,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,North America,0
43,State-gov,134782,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,30,North America,0
48,Private,118831,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,40,South America,0
41,Private,299505,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,North America,0
30,Private,267161,Some-college,10,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,45,North America,0
38,Private,119177,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,1
45,Private,327886,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,1
45,Private,187730,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,North America,0
55,Private,109015,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,North America,0
46,Self-emp-not-inc,110015,Primary Education,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,European Union,0
24,Private,104146,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,North America,0
31,Local-gov,50442,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,25,North America,0
35,Private,57640,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,North America,0
37,Local-gov,333664,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
29,Private,224858,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,North America,0
56,Private,290641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North America,1
60,unknown,191118,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,1848,40,North America,1
25,Private,34402,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1590,60,North America,0
33,Private,245378,Primary Education,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North America,0
44,Private,179136,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,North America,0
21,Private,116788,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,North America,0
21,Private,129699,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,North America,0
46,Federal-gov,39606,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,European Union,1
44,Self-emp-inc,95150,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North America,1
63,Private,102479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,North America,0
44,Private,199191,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,North America,0
31,Private,229636,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,South America,0
26,Private,53833,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,North America,0
37,Self-emp-inc,27997,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,North America,0
60,unknown,124487,Some-college,10,Divorced,unknown,Not-in-family,White,Female,0,0,40,North America,1
33,Private,111363,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,North America,0
38,Private,107630,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,0
26,Private,134287,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,0,0,35,North America,0
46,Self-emp-inc,283004,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,63,Asia,0
24,Private,33616,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,North America,0
47,Local-gov,121124,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,North America,1
27,Private,188189,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,North America,0
46,Private,106255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
47,Federal-gov,282830,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,North America,1
47,Private,243904,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,Central America,0
69,Private,165017,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,2538,0,40,North America,0
32,Private,131584,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,North America,1
51,Private,415887,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,North America,0
36,Private,334291,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,1
50,Local-gov,173224,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,North America,0
29,Private,87507,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60,Asia,0
32,Private,187560,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,40,North America,0
27,Private,204497,Primary Education,6,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,North America,0
60,Private,230545,Primary Education,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Central America,0
31,Private,118161,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,North America,0
46,Private,150499,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
40,Local-gov,96554,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,North America,0
39,Private,288551,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,52,North America,1
69,Self-emp-not-inc,104003,Primary Education,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,North America,0
54,Self-emp-inc,124963,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
56,Private,198388,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
47,Federal-gov,126204,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
25,Private,91709,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,North America,0
34,Self-emp-not-inc,152109,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,North America,0
24,Self-emp-not-inc,191954,Primary Education,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,North America,0
63,Private,108097,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10566,0,45,North America,0
29,Local-gov,289991,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North America,0
64,Private,92115,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,0
44,Private,320277,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,0
26,Private,33610,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,60,North America,0
36,Private,168276,Primary Education,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,North America,0
55,State-gov,175127,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,38,North America,1
37,Private,254973,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,North America,1
37,Private,95336,Primary Education,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,North America,0
63,Private,346975,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,North America,1
33,Private,227282,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,North America,0
19,Private,138153,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,North America,0
57,Local-gov,174132,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,North America,1
31,Private,182237,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,North America,1
20,unknown,111252,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,30,North America,0
58,Local-gov,217775,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,North America,1
20,unknown,168863,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,20,North America,0
25,Private,394503,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,0
40,Private,141657,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,North America,0
18,Private,125441,Primary Education,7,Never-married,Other-service,Own-child,White,Male,1055,0,20,North America,0
26,Private,172230,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,North America,0
29,Private,282944,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North America,1
45,Local-gov,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,North America,0
35,State-gov,49352,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,North America,0
32,Private,213887,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,45,North America,0
61,Self-emp-not-inc,24046,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,North America,0
26,State-gov,208122,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,North America,0
56,Private,176118,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,North America,1
22,Private,227994,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,39,North America,0
49,Private,215389,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,North America,0
40,Private,99434,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,North America,0
37,Private,190964,HS-grad,9,Separated,Exec-managerial,Own-child,White,Male,0,0,40,North America,0
23,unknown,113700,Bachelors,13,Never-married,unknown,Own-child,White,Male,0,0,50,North America,0
28,Private,259840,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,North America,1
27,Private,168827,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North America,0
34,Self-emp-inc,28984,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,North America,0
49,Private,182211,Primary Education,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,North America,0
41,Private,82393,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,North America,0
28,Private,183639,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,21,North America,0
38,Private,342448,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,North America,1
47,State-gov,415887,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1740,40,North America,0
28,Local-gov,211920,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North America,0
44,State-gov,33658,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,North America,1
41,Federal-gov,34178,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,0
50,Private,400630,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,North America,1
73,Self-emp-not-inc,161251,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,24,North America,0
21,Private,255685,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,South America,0
38,Private,199256,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,North America,0
64,unknown,143716,Masters,14,Married-civ-spouse,unknown,Husband,White,Male,0,0,2,North America,0
47,Private,221666,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,North America,0
52,Private,145409,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,North America,1
24,Private,39615,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,North America,0
44,Private,104440,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
27,Private,151382,Primary Education,4,Divorced,Machine-op-inspct,Unmarried,White,Male,0,974,40,North America,0
61,Self-emp-not-inc,415887,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,North America,1
58,Private,306233,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,North America,1
51,Private,216475,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1564,43,North America,1
49,Private,50748,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,55,European Union,0
